case_id,query,short_name,prompt,primary_failure_family,exact_attempts,exact_attempt_rate,exact_models_any,exact_models_stable,mean_score,mean_aligned_cell_accuracy,row_count_mismatch_attempts,same_count_wrong_attempts,order_only_attempts,type_only_attempts,column_error_attempts,dominant_failure_mode
pass2.query1,Q1,Four-table inner join,"Inner join across all four tables:
fact_calls -> sample_dim
fact_calls -> variant_dim -> gene_dim
Return: call_id, sample_id, tissue, gene_symbol, impact, genotype
Sort by call_id ascending.",snowflake_traversal,0,0.0,0,0,0.7124949124949125,0.5926095509428843,33,6,0,0,0,row_count_mismatch
pass2.query2,Q2,Full snowflake left join,"Left join fact_calls across the full snowflake.
Return: call_id, sample_id, plant_line_id, tissue, variant_id, gene_symbol
Keep all fact rows.
Sort by call_id ascending.",outer_join_coverage,15,0.38461538461538464,5,5,0.8461538461538461,0.9273504273504274,0,24,0,0,0,same_count_wrong_values
pass2.query3,Q3,Variant full outer join,"Perform a FULL OUTER JOIN between fact_calls and variant_dim on variant_id.
Return:
- variant_id as the coalesced key
- call_id
- sample_id
- impact
Sort by variant_id ascending, then call_id ascending.",outer_join_coverage,9,0.23076923076923078,3,3,0.7258634421134421,0.5700630456145163,22,8,0,0,1,row_count_mismatch
pass2.query4,Q4,Condition-impact aggregate,"Inner join fact_calls to sample_dim and variant_dim.
Count calls by condition and impact, and compute average qual.
Return: condition, impact, call_count, avg_qual
Sort by condition ascending, then impact ascending.
Round avg_qual to 3 decimals.",aggregation_numeric,0,0.0,0,0,0.5529081883029251,0.4418716152268784,29,10,0,0,1,row_count_mismatch
pass2.query5,Q5,Gene VAF aggregate,"Inner join fact_calls to variant_dim and gene_dim.
Compute VAF = alt_reads / total_reads.
Return average VAF and maximum qual by gene_symbol.
Columns: gene_symbol, avg_vaf, max_qual
Sort by avg_vaf descending, then gene_symbol ascending.
Round avg_vaf to 3 decimals.",aggregation_numeric,0,0.0,0,0,0.48935897435897435,0.0594017094017094,26,13,0,0,0,row_count_mismatch
pass2.query6,Q6,Tissue complete-chain aggregate,"Use complete inner joins across all four tables.
For each tissue, compute:
- distinct_genes
- avg_expr_ndhb
Return: tissue, distinct_genes, avg_expr_ndhb
Sort by tissue ascending.
Round avg_expr_ndhb to 3 decimals.",snowflake_traversal,5,0.1282051282051282,2,1,0.5803418803418803,0.3831908831908832,29,5,0,0,0,row_count_mismatch
pass2.query7,Q7,Sample high-impact screen,"Use sample_dim as the preserving table.
For each sample, count high-impact calls and compute average alt_reads among only high-impact calls.
Return: sample_id, tissue, high_impact_call_count, avg_alt_reads_high
Include samples with zero high-impact calls.
Sort by high_impact_call_count descending, then sample_id ascending.
Round avg_alt_reads_high to 3 decimals.",outer_join_coverage,0,0.0,0,0,0.7141025641025641,0.6192307692307693,7,32,3,0,0,same_count_wrong_values
pass2.query8,Q8,Gene read-quality aggregate,"Inner join fact_calls to variant_dim and gene_dim.
For each gene_symbol, compute:
- total_alt_reads
- avg_qual
- max_alt_reads
Return: gene_symbol, total_alt_reads, avg_qual, max_alt_reads
Sort by total_alt_reads descending, then gene_symbol ascending.
Round avg_qual to 3 decimals.",aggregation_numeric,0,0.0,0,0,0.5595726495726495,0.41271367521367525,20,19,0,0,0,row_count_mismatch
pass2.query9,Q9,Pathway decision summary,"Decision-oriented pathway summary.
Use complete inner joins across all four tables.
For each condition and pathway, compute:
- call_count
- mean_vaf where VAF = alt_reads / total_reads
- distinct_samples
Return: condition, pathway, call_count, mean_vaf, distinct_samples
Sort by condition ascending, then pathway ascending.
Round mean_vaf to 3 decimals.",decision_support,0,0.0,0,0,0.37483007733007734,0.29520146520146523,36,3,0,0,0,row_count_mismatch
pass2.query10,Q10,Sample coverage screen,"Coverage screen with sample_dim as the preserving table.
Left join sample_dim to fact_calls, then to variant_dim and gene_dim.
For each sample, compute:
- total_fact_calls
- complete_chain_calls
- incomplete_chain_calls
Return: sample_id, tissue, total_fact_calls, complete_chain_calls, incomplete_chain_calls
Sort by sample_id ascending.",decision_support,3,0.07692307692307693,1,1,0.8220512820512821,0.7188034188034188,16,20,0,0,0,same_count_wrong_values
