model,display_model,case_id,query,short_name,exact_attempts,exact_rate,mean_score,mean_aligned_cell_accuracy,dominant_failure_mode,stable_outcome
codellama-70b-sqlbench:latest,CodeLlama 70B,pass4.query1,Q1,Reconciliation metrics,0,0.0,0.8500000000000001,0.75,same_count_wrong_values,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass4.query2,Q2,Condition-pathway aggregate,0,0.0,0.23333333333333334,0.2962962962962963,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass4.query3,Q3,Batch-role non-reference summary,0,0.0,0.2333333333333333,0.3333333333333333,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass4.query4,Q4,Control/non-control shared genes,0,0.0,0.5499999999999999,0.375,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass4.query5,Q5,Gene-preserving profile,0,0.0,0.47600000000000003,0.2,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass4.query6,Q6,Sample burden table,0,0.0,0.7366666666666667,0.6333333333333333,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass4.query7,Q7,Orphan-key report,0,0.0,0.0,0.0,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass4.query8,Q8,Final presentation table,0,0.0,0.5369047619047619,0.07555555555555556,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass4.query9,Q9,Pathway reliability summary,0,0.0,0.5194444444444444,0.0,same_count_wrong_values,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass4.query10,Q10,Repairability audit,0,0.0,1.0,0.8444444444444444,same_count_wrong_values,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass4.query1,Q1,Reconciliation metrics,0,0.0,0.875,0.7916666666666666,same_count_wrong_values,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass4.query2,Q2,Condition-pathway aggregate,0,0.0,0.29166666666666663,0.18055555555555555,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass4.query3,Q3,Batch-role non-reference summary,0,0.0,0.3111111111111111,0.4444444444444444,same_count_wrong_values,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass4.query4,Q4,Control/non-control shared genes,0,0.0,0.44999999999999996,0.25,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass4.query5,Q5,Gene-preserving profile,0,0.0,0.464,0.25555555555555554,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass4.query6,Q6,Sample burden table,0,0.0,0.4766666666666667,0.35,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass4.query7,Q7,Orphan-key report,0,0.0,0.0,0.2222222222222222,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass4.query8,Q8,Final presentation table,0,0.0,0.501984126984127,0.05185185185185185,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass4.query9,Q9,Pathway reliability summary,0,0.0,0.6375000000000001,0.0,same_count_wrong_values,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass4.query10,Q10,Repairability audit,0,0.0,1.0,0.8,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass4.query1,Q1,Reconciliation metrics,0,0.0,0.7749999999999999,0.625,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass4.query2,Q2,Condition-pathway aggregate,0,0.0,0.26111111111111107,0.12037037037037038,row_count_mismatch,stable_fail
dbrx-sqlbench:latest,DBRX,pass4.query3,Q3,Batch-role non-reference summary,0,0.0,0.2316666666666667,0.14444444444444443,row_count_mismatch,stable_fail
dbrx-sqlbench:latest,DBRX,pass4.query4,Q4,Control/non-control shared genes,0,0.0,0.37111111111111106,0.18333333333333332,row_count_mismatch,stable_fail
dbrx-sqlbench:latest,DBRX,pass4.query5,Q5,Gene-preserving profile,0,0.0,0.752,0.3888888888888889,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass4.query6,Q6,Sample burden table,0,0.0,0.44000000000000006,0.13333333333333333,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass4.query7,Q7,Orphan-key report,0,0.0,0.0,0.05555555555555555,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass4.query8,Q8,Final presentation table,0,0.0,0.5988095238095238,0.05777777777777778,row_count_mismatch,stable_fail
dbrx-sqlbench:latest,DBRX,pass4.query9,Q9,Pathway reliability summary,0,0.0,0.3,0.0,row_count_mismatch,stable_fail
dbrx-sqlbench:latest,DBRX,pass4.query10,Q10,Repairability audit,0,0.0,1.0,0.8074074074074075,same_count_wrong_values,stable_fail
