accuracy,attempts,completion_tokens_total,cost_per_correct_answer_usd,estimated_cost_usd_total,exact_match_rate,exact_matches,failure_family_primary_case,max_score_total,mean_gen_tps,mean_gpu_util_pct_avg,mean_ollama_cpu_avg,mean_prompt_tps,mean_ps_loaded_gib,mean_ps_vram_gib,mean_score,mean_system_cpu_avg,model,numeric_correctness_mean,prompt_tokens_total,row_set_correctness_mean,score_total,server_total_s_total,sort_order_correctness_mean,total_tokens_total,valid_json_attempts,valid_json_rate,wall_s_mean,wall_s_total
0.4570216049382716,27,3178,0.0,0.0,0.0,0,aggregation_numeric,27.0,1.9926694166312626,14.810206903254349,1414.2973857421084,1646.7859522508452,36.71700572967529,10.288454055786133,0.4570216049382716,79.41889704635514,codellama-70b-sqlbench:latest,0.14583333333333334,34986,0.6728395061728395,12.339583333333334,1689.114794172,0.38425925925925924,38164,27,1.0,62.57048938625721,1689.4032134289446
0.8500000000000001,3,453,0.0,0.0,0.0,0,audit_reconciliation,3.0,2.0143021312229554,15.108606915756141,1414.0182636748762,1713.3263264421128,36.71700572967529,10.288454055786133,0.8500000000000001,79.2568435932048,codellama-70b-sqlbench:latest,0.5,3972,1.0,2.5500000000000003,238.72669206400002,1.0,4425,3,1.0,79.58455541100314,238.75366623300943
0.5147777777777778,33,5265,0.0,0.0,0.0,0,decision_support,33.0,2.010463903115302,14.96987769929149,1424.901720154419,1815.4514050845744,36.71700572967529,10.288454055786133,0.5147777777777778,80.07616334576605,codellama-70b-sqlbench:latest,0.27316498316498317,45186,0.6565656565656566,16.987666666666666,2737.978408481,0.5227272727272727,50451,33,1.0,82.97858876172563,2738.2934291369456
0.47600000000000003,3,396,0.0,0.0,0.0,0,expression_mapping,3.0,1.9546384736577702,14.896825396825397,1431.1633862433864,2047.8562824155742,36.71700572967529,10.288454055786133,0.47600000000000003,80.49169312169312,codellama-70b-sqlbench:latest,0.32,4254,0.6,1.4280000000000002,213.064943252,0.4000000000000001,4650,3,1.0,71.0314695436585,213.09440863097552
0.46685185185185185,6,1219,0.0,0.0,0.0,0,expression_transform,6.0,2.003378613022663,13.14703368885416,1451.038155650599,1979.9036300312227,36.71700572967529,10.288454055786133,0.46685185185185185,81.43114591370326,codellama-70b-sqlbench:latest,0.11666666666666665,8616,0.6222222222222222,2.801111111111111,633.119357605,0.6037037037037037,9835,6,1.0,105.52895533682992,633.1737320209795
0.7375000000000002,3,372,0.0,0.0,0.0,0,failure_family_audit,3.0,2.061350246309733,14.239000278473961,1415.7209621275408,1868.9679399982313,36.71700572967529,10.288454055786133,0.7375000000000002,79.61281328320803,codellama-70b-sqlbench:latest,0.125,4044,1.0,2.2125000000000004,190.76655040100002,1.0,4416,3,1.0,63.599200257003154,190.79760077100946
0.625,3,429,0.0,0.0,0.0,0,inner_join_accuracy,3.0,1.8199962979149085,9.458079857443783,1187.6762223389212,1293.08107546419,36.71700572967529,10.288454055786133,0.625,66.58447852314276,codellama-70b-sqlbench:latest,0.625,3726,0.625,1.875,403.61843253,0.625,4155,3,1.0,134.56232413300313,403.6869723990094
0.6666666666666666,6,1155,0.0,0.0,0.0,0,join_key_integrity,6.0,1.9812661764591262,12.867860866543095,1443.4616703995468,1755.187254944134,36.71700572967529,10.288454055786133,0.6666666666666666,80.99216851379879,codellama-70b-sqlbench:latest,0.6666666666666666,7797,0.6666666666666666,4.0,603.671387216,0.6666666666666666,8952,6,1.0,100.62189510549554,603.7313706329733
0.1677777777777778,9,955,0.0,0.0,0.0,0,orphan_key_audit,9.0,2.020489914020167,15.824318580650871,1408.8794368753051,1784.6660082025855,36.71700572967529,10.288454055786133,0.1677777777777778,79.17724566844248,codellama-70b-sqlbench:latest,0.7222222222222222,12054,0.2222222222222222,1.5100000000000002,504.140506227,0.2,13009,9,1.0,56.026671066107355,504.2400395949662
0.6572222222222223,18,3063,0.0,0.0,0.16666666666666666,3,outer_join_coverage,18.0,1.9229297861319141,11.634372808173019,1445.17357928585,1743.7414483492903,36.71700572967529,10.288454055786133,0.6572222222222223,81.1331743575431,codellama-70b-sqlbench:latest,0.5222222222222223,23238,0.75,11.83,1666.618573579,0.6277777777777778,26301,18,1.0,92.60071679627193,1666.8129023328947
0.5369047619047619,3,1451,0.0,0.0,0.0,0,presentation_table,3.0,2.0130885031789973,13.733799906425451,1459.3015036909958,2027.301957894845,36.71700572967529,10.288454055786133,0.5369047619047619,81.85292810355584,codellama-70b-sqlbench:latest,0.6785714285714285,4362,0.6666666666666666,1.6107142857142858,734.751394928,0.0,5813,3,1.0,244.92685587867163,734.7805676360149
0.26944444444444443,6,732,0.0,0.0,0.0,0,ranking_and_priority,6.0,2.022198192509168,15.690342112438707,1410.8300382891148,1913.3941556305547,36.71700572967529,10.288454055786133,0.26944444444444443,79.06284889700399,codellama-70b-sqlbench:latest,0.13888888888888887,8241,0.3611111111111111,1.6166666666666667,382.928998715,0.23611111111111108,8973,6,1.0,63.83079736666696,382.98478420000174
1.0,3,606,0.0,0.0,0.0,0,repairability_review,3.0,2.0107587781067555,14.788673973780357,1441.3323202159709,1829.9264004849465,36.71700572967529,10.288454055786133,1.0,80.93765403192054,codellama-70b-sqlbench:latest,1.0,4173,1.0,3.0,312.43440287199996,1.0,4779,3,1.0,104.15465204733967,312.463956142019
0.7666666666666666,3,461,0.0,0.0,0.0,0,repeatability_probe,3.0,2.030820480380491,14.723684210526315,1428.075925925926,1863.6710717937358,36.71700572967529,10.288454055786133,0.7666666666666666,79.978216374269,codellama-70b-sqlbench:latest,0.2222222222222222,4173,1.0,2.3,237.48913283299999,1.0,4634,3,1.0,79.17226243066641,237.5167872919992
0.39695767195767195,9,1250,0.0,0.0,0.0,0,snowflake_traversal,9.0,1.9288157359338913,12.576916249297387,1433.162701166587,1686.978838663184,36.71700572967529,10.288454055786133,0.39695767195767195,80.4192514429866,codellama-70b-sqlbench:latest,0.2552910052910053,11343,0.46825396825396826,3.572619047619048,682.84916989,0.4312169312169312,12593,9,1.0,75.88170138844482,682.9353124960035
0.42500000000000004,3,321,0.0,0.0,0.0,0,sorting_presentation,3.0,1.9138643826077655,12.269357867375136,1433.3083355883002,1665.1157610779235,36.71700572967529,10.288454055786133,0.42500000000000004,80.59717739621003,codellama-70b-sqlbench:latest,0.5,3735,0.5,1.2750000000000001,177.735785842,0.125,4056,3,1.0,59.254761944980906,177.7642858349427
0.47802083333333334,12,1984,0.0,0.0,0.0,0,statistical_summary,12.0,2.00485560718596,14.900670503774693,1437.4920915766986,1899.1825385837922,36.71700572967529,10.288454055786133,0.47802083333333334,80.64276426941494,codellama-70b-sqlbench:latest,0.057291666666666664,17178,0.725,5.73625,1033.578227714,0.4916666666666667,19162,12,1.0,86.1410815857477,1033.6929790289723
0.43109567901234563,27,3019,0.0,0.0,0.0,0,aggregation_numeric,27.0,0.7651887227642101,9.788907561696673,1403.8105214419293,710.8822844438696,61.05101203918457,9.894468307495117,0.43109567901234563,84.32103242882073,command-r-plus-sqlbench:latest,0.22916666666666666,31947,0.6049382716049382,11.639583333333333,4295.365841758,0.2993827160493827,34966,27,1.0,159.0987569820718,4295.666438515938
0.875,3,354,0.0,0.0,0.0,0,audit_reconciliation,3.0,0.800517959056615,11.326365910512251,1377.6362561828416,1008.6544306108032,61.05101203918457,9.894468307495117,0.875,83.07148473477743,command-r-plus-sqlbench:latest,0.5833333333333334,3639,1.0,2.625,476.27094968899996,1.0,3993,3,1.0,158.7674460966567,476.30233828997007
0.5129343434343435,33,4819,0.0,0.0,0.0,0,decision_support,33.0,0.8309089613329025,9.830743259912488,1390.2352773965017,808.4434571487872,61.05101203918457,9.894468307495117,0.5129343434343435,84.0631080595649,command-r-plus-sqlbench:latest,0.2382323232323232,41241,0.6631313131313131,16.926833333333335,6340.278693802,0.5494949494949495,46060,33,1.0,192.14345820184099,6340.7341206607525
0.464,3,377,0.0,0.0,0.0,0,expression_mapping,3.0,0.8863028709849861,10.606976197818012,1365.3390318341335,1021.0358886667069,61.05101203918457,9.894468307495117,0.464,83.18255576112652,command-r-plus-sqlbench:latest,0.28,3897,0.6,1.3920000000000001,454.48544461,0.4000000000000001,4274,3,1.0,151.51639290800085,454.54917872400256
0.6091737891737892,6,1958,0.0,0.0,0.0,0,expression_transform,6.0,0.8552041913486311,7.910533121097032,1401.678920523287,1028.7833114141365,61.05101203918457,9.894468307495117,0.6091737891737892,84.96469851894923,command-r-plus-sqlbench:latest,0.2333333333333333,7881,0.7991452991452991,3.655042735042735,2378.572251344,0.698005698005698,9839,6,1.0,396.43840237467276,2378.6304142480367
0.6687499999999998,3,368,0.0,0.0,0.0,0,failure_family_audit,3.0,0.8820726953612718,10.229493977481015,1371.3881392172389,874.7838904540167,61.05101203918457,9.894468307495117,0.6687499999999998,83.44051993582632,command-r-plus-sqlbench:latest,0.5625,3678,1.0,2.0062499999999996,445.700081607,0.0,4046,3,1.0,148.58152914165598,445.7445874249679
0.9,3,658,0.0,0.0,0.0,0,inner_join_accuracy,3.0,0.6866634875661459,7.524511555463936,1234.2091262969834,511.93961972185207,61.05101203918457,9.894468307495117,0.9,73.51600454941594,command-r-plus-sqlbench:latest,1.0,3408,0.8888888888888888,2.7,1308.219250054,0.7777777777777778,4066,3,1.0,436.1481138196735,1308.4443414590205
1.0,6,1115,0.0,0.0,0.16666666666666666,1,join_key_integrity,6.0,0.7331982995295377,8.49950158567072,1424.934549716908,758.6674425117725,61.05101203918457,9.894468307495117,1.0,85.30350092381555,command-r-plus-sqlbench:latest,1.0,7125,1.0,6.0,1729.3106374640001,1.0,8240,6,1.0,288.2293787628005,1729.3762725768029
0.15666666666666668,9,1109,0.0,0.0,0.0,0,orphan_key_audit,9.0,0.8518818676619961,10.808328614502592,1365.4020636676337,833.0881090414731,61.05101203918457,9.894468307495117,0.15666666666666668,82.88704705940862,command-r-plus-sqlbench:latest,0.7666666666666667,11043,0.19999999999999998,1.4100000000000001,1399.036704279,0.13333333333333336,12152,9,1.0,155.4624761712233,1399.1622855410096
0.9266666666666666,18,3049,0.0,0.0,0.0,0,outer_join_coverage,18.0,0.7302647525219481,9.289646924413276,1425.479022730002,647.3544028352067,61.05101203918457,9.894468307495117,0.9266666666666666,85.31612701191581,command-r-plus-sqlbench:latest,0.8388888888888889,21228,0.9833333333333333,16.68,4586.596359048,0.9166666666666666,24277,18,1.0,254.82596147067184,4586.867306472093
0.501984126984127,3,1272,0.0,0.0,0.0,0,presentation_table,3.0,0.8687646068242856,9.629538079111034,1402.156873706045,1136.259277970945,61.05101203918457,9.894468307495117,0.501984126984127,85.10082127852021,command-r-plus-sqlbench:latest,0.6547619047619048,3981,0.611111111111111,1.505952380952381,1525.344109961,0.0,5253,3,1.0,508.4623711256427,1525.387113376928
0.31576923076923075,6,1221,0.0,0.0,0.0,0,ranking_and_priority,6.0,0.880627609427722,9.509821500455654,1386.7664967283363,880.6477554171375,61.05101203918457,9.894468307495117,0.31576923076923075,84.32197255280596,command-r-plus-sqlbench:latest,0.25,7518,0.41794871794871796,1.8946153846153846,1461.016126105,0.158974358974359,8739,6,1.0,243.51486737501304,1461.0892042500782
1.0,3,678,0.0,0.0,0.0,0,repairability_review,3.0,0.8784448923848417,8.399799509063039,1385.7317678790023,647.8007659137251,61.05101203918457,9.894468307495117,1.0,84.26622150475394,command-r-plus-sqlbench:latest,1.0,3780,1.0,3.0,812.653775232,1.0,4458,3,1.0,270.9002809103501,812.7008427310502
0.7333333333333334,3,427,0.0,0.0,0.0,0,repeatability_probe,3.0,0.8954072292415205,10.848641829770513,1378.0076687534313,700.7213829404587,61.05101203918457,9.894468307495117,0.7333333333333334,83.90053687019359,command-r-plus-sqlbench:latest,0.1111111111111111,3804,1.0,2.2,508.2192564,1.0,4231,3,1.0,169.41618935401007,508.24856806203024
0.7421957671957673,9,1652,0.0,0.0,0.0,0,snowflake_traversal,9.0,0.7841445051753062,9.29316798667361,1401.0342476457565,708.3031382097338,61.05101203918457,9.894468307495117,0.7421957671957673,84.35059597483576,command-r-plus-sqlbench:latest,0.8690476190476191,10368,0.7301587301587301,6.6797619047619055,2150.949904657,0.582010582010582,12020,9,1.0,239.01176811475955,2151.105913032836
