accuracy,attempts,completion_tokens_total,cost_per_correct_answer_usd,estimated_cost_usd_total,exact_match_rate,exact_matches,failure_family_primary_case,max_score_total,mean_gen_tps,mean_gpu_util_pct_avg,mean_ollama_cpu_avg,mean_prompt_tps,mean_ps_loaded_gib,mean_ps_vram_gib,mean_score,mean_system_cpu_avg,numeric_correctness_mean,prompt_tokens_total,row_set_correctness_mean,score_total,server_total_s_total,sort_order_correctness_mean,total_tokens_total,valid_json_attempts,valid_json_rate,wall_s_mean,wall_s_total
0.5474536095808026,351,40253,0.0,0.0,0.0,0,aggregation_numeric,351.0,10.785454249763822,20.402701581993007,1218.515575272363,7503.836555338661,35.59467455056998,9.717136401396532,0.5474536095808026,69.85667770588167,0.3250039569484014,394113,0.7311703079246938,192.1562169628617,16695.368440959,0.421836342669676,434366,351,1.0,47.579053708644096,16700.24785173408
0.8490384615384615,39,4521,0.0,0.0,0.0,0,audit_reconciliation,39.0,10.473395907023708,20.26412757946441,1223.219228645409,7117.635453562611,35.59467455056998,9.717136401396532,0.8490384615384615,69.79589487850993,0.4967948717948718,45081,1.0,33.1125,1984.342160816,1.0,49602,39,1.0,50.896331586179514,1984.956931861001
0.5350767935767936,429,64589,0.0,0.0,0.006993006993006993,3,decision_support,429.0,10.473013089051896,19.706627567914097,1236.4512153074286,7555.326002112061,35.59467455056998,9.717136401396532,0.5350767935767936,70.74647063597757,0.32294224294224294,509649,0.6843184593184594,229.54794444444445,26791.052980665,0.4801744551744552,574238,429,1.0,62.46448746563987,26797.265122759505
0.6411794871794871,39,6353,0.0,0.0,0.0,0,expression_mapping,39.0,10.400986789720532,19.765946774503547,1238.716161966107,7698.275828315471,35.59467455056998,9.717136401396532,0.6411794871794871,70.84406830458266,0.48,48096,0.8179487179487179,25.006,2405.317911618,0.441025641025641,54449,39,1.0,61.689901566205286,2405.9061610820063
0.6084264738110892,78,22099,0.0,0.0,0.0,0,expression_transform,78.0,10.137415802096479,18.70643248660578,1264.7571985179388,7912.613957907005,35.59467455056998,9.717136401396532,0.6084264738110892,72.09714159250906,0.26837606837606837,97512,0.7774983563445103,47.457264957264954,9084.422001528,0.695822375630068,119611,78,1.0,116.48141459574347,9085.55033846799
0.7921016483516483,39,4861,0.0,0.0,0.0,0,failure_family_audit,39.0,10.564062053792341,20.417444387923684,1228.8344502686903,7650.041633376353,35.59467455056998,9.717136401396532,0.7921016483516483,70.46010076876996,0.6073717948717948,45168,0.9890109890109889,30.891964285714284,1923.788011219,0.5769230769230769,50029,39,1.0,49.34139798374217,1924.3145213659445
0.8121794871794872,39,8670,0.0,0.0,0.07692307692307693,3,inner_join_accuracy,39.0,10.025483900334367,17.725068328590094,1109.6335903117563,6073.5748736523055,35.59467455056998,9.717136401396532,0.8121794871794872,63.44736111205753,0.8685897435897436,42024,0.8059116809116809,31.675,4911.368366691,0.7432336182336182,50694,39,1.0,125.96259680097305,4912.541275237949
0.896011396011396,78,14434,0.0,0.0,0.3717948717948718,29,join_key_integrity,78.0,10.12412356560118,19.69189672755839,1247.1000112507215,7395.432035379533,35.59467455056998,9.717136401396532,0.896011396011396,71.17837709126601,0.896011396011396,87771,0.896011396011396,69.88888888888889,6099.157460983,0.896011396011396,102205,78,1.0,78.2100292143803,6100.382278721663
0.2751851851851852,117,14769,0.0,0.0,0.02564102564102564,3,orphan_key_audit,117.0,10.806168439637577,19.865918574666214,1224.2296700542377,7124.120846299315,35.59467455056998,9.717136401396532,0.2751851851851852,70.30848607168838,0.8273504273504273,136146,0.3313390313390313,32.196666666666665,6062.746482219,0.2680911680911681,150915,117,1.0,51.83273034070919,6064.429449862975
0.8253341797091798,234,41346,0.0,0.0,0.23076923076923078,54,outer_join_coverage,234.0,10.16861349974076,19.529834693037095,1243.8475639487,6604.519103567647,35.59467455056998,9.717136401396532,0.8253341797091798,71.07151070132906,0.7475308641975309,261690,0.8931714119214119,193.12819805194806,17250.340789502,0.7724460724460724,303036,234,1.0,73.73378725466853,17253.706217592437
0.471007326007326,39,20807,0.0,0.0,0.0,0,presentation_table,39.0,9.756665808548847,19.106406065042798,1272.6953357863154,6502.826920353829,35.59467455056998,9.717136401396532,0.471007326007326,72.40154744294972,0.6089743589743589,49278,0.5454212454212455,18.369285714285713,7654.987414358,0.07802197802197802,70085,39,1.0,196.29880208348428,7655.653281255887
0.4058009298393914,78,15187,0.0,0.0,0.0,0,ranking_and_priority,78.0,10.17211341069479,19.501037933165556,1251.2909458355543,7743.7077073818955,35.59467455056998,9.717136401396532,0.4058009298393914,71.47146907868216,0.28846153846153844,92790,0.5109350051657744,31.65247252747253,6084.473698182,0.3189748285902132,107977,78,1.0,78.01969049342173,6085.535858486895
0.9886039886039887,39,8576,0.0,0.0,0.07692307692307693,3,repairability_review,39.0,10.013505357084131,19.35677884174984,1252.5843260088657,7053.240764241817,35.59467455056998,9.717136401396532,0.9886039886039887,71.44542303856949,0.9886039886039887,46743,0.9886039886039887,38.55555555555556,3456.66033725,0.9886039886039887,55319,39,1.0,88.64714170564847,3457.23852652029
0.7108974358974358,39,5324,0.0,0.0,0.0,0,repeatability_probe,39.0,10.526675907955834,20.508739412653753,1239.4944715309264,8028.697913114384,35.59467455056998,9.717136401396532,0.7108974358974358,70.86833953778854,0.24572649572649574,47148,0.9102564102564102,27.724999999999998,2242.620102668,0.9102564102564102,52472,39,1.0,57.517473573638995,2243.1814693719207
0.6638515805182472,117,19639,0.0,0.0,0.05982905982905983,7,snowflake_traversal,117.0,10.446639377871987,20.323252760982847,1232.7652965315829,7098.800596264149,35.59467455056998,9.717136401396532,0.6638515805182472,70.52104097770979,0.7494912494912495,127854,0.6698548365215032,77.67063492063492,8045.357966396,0.5203839370506037,147493,117,1.0,68.77814005930713,8047.042386938934
