accuracy,attempts,completion_tokens_total,cost_per_correct_answer_usd,estimated_cost_usd_total,exact_match_rate,exact_matches,failure_family,max_score_total,mean_gen_tps,mean_gpu_util_pct_avg,mean_ollama_cpu_avg,mean_prompt_tps,mean_ps_loaded_gib,mean_ps_vram_gib,mean_score,mean_system_cpu_avg,numeric_correctness_mean,prompt_tokens_total,row_set_correctness_mean,score_total,server_total_s_total,sort_order_correctness_mean,total_tokens_total,valid_json_attempts,valid_json_rate,wall_s_mean,wall_s_total
0.6549624038647155,1209,178221,0.0,0.0,0.08188585607940446,99,aggregation_numeric,1209.0,10.461742648508233,19.955957598255612,1227.5275353599661,7144.286300098944,35.59467455056998,9.717136401396532,0.6549624038647155,70.27073067507692,0.5667012945238752,1357545,0.7618579777209136,791.849546272441,75602.484380425,0.5647801456424285,1535766,1209,1.0,62.5477787694338,75620.26453224546
0.516433781033781,390,74338,0.0,0.0,0.007692307692307693,3,audit_reconciliation,390.0,10.42913912262403,19.607761625018394,1240.7686955751885,7455.120562797137,35.59467455056998,9.717136401396532,0.516433781033781,70.92451849777372,0.49025783475783474,469821,0.6315313390313391,201.4091746031746,29282.625350394,0.41795380545380545,544159,390,1.0,75.09877292484624,29288.521440690034
0.582427171434054,1365,222984,0.0,0.0,0.035164835164835165,48,decision_support,1365.0,10.430009285731257,19.761947606772264,1238.1184868144755,7484.582019889988,35.59467455056998,9.717136401396532,0.582427171434054,70.80139989060604,0.4079074074074074,1601316,0.7261903426030089,795.0130890074837,92199.714070739,0.5243593291120764,1824300,1365,1.0,67.55999177042739,92219.38876663338
0.516433781033781,390,74338,0.0,0.0,0.007692307692307693,3,expression_mapping,390.0,10.42913912262403,19.607761625018394,1240.7686955751885,7455.120562797137,35.59467455056998,9.717136401396532,0.516433781033781,70.92451849777372,0.49025783475783474,469821,0.6315313390313391,201.4091746031746,29282.625350394,0.41795380545380545,544159,390,1.0,75.09877292484624,29288.521440690034
0.547939842991766,390,83800,0.0,0.0,0.0,0,expression_transform,390.0,10.259990219966648,19.25886502692139,1254.1941030309554,7886.677031098196,35.59467455056998,9.717136401396532,0.547939842991766,71.54822209641456,0.19138675213675213,486699,0.7568478601170909,213.69653876678876,34227.141712137,0.560499436460975,570499,390,1.0,87.77688414019134,34232.98481467462
0.7921016483516483,39,4861,0.0,0.0,0.0,0,failure_family_audit,39.0,10.564062053792341,20.417444387923684,1228.8344502686903,7650.041633376353,35.59467455056998,9.717136401396532,0.7921016483516483,70.46010076876996,0.6073717948717948,45168,0.9890109890109889,30.891964285714284,1923.788011219,0.5769230769230769,50029,39,1.0,49.34139798374217,1924.3145213659445
0.7607192205942206,390,56219,0.0,0.0,0.13076923076923078,51,inner_join_accuracy,390.0,10.501728062755078,19.99302873152774,1214.407051911372,6984.070341700711,35.59467455056998,9.717136401396532,0.7607192205942206,69.59672093301458,0.639202787952788,427512,0.8637454212454212,296.68049603174603,24655.21003578,0.6854283679283679,483731,390,1.0,63.23446725970388,24661.442231284513
0.6100683860299245,429,60194,0.0,0.0,0.08158508158508158,35,join_key_integrity,429.0,10.509532701646219,19.927869544283762,1231.5757556435462,7347.3408042140945,35.59467455056998,9.717136401396532,0.6100683860299245,70.54904718501518,0.5586570836570837,492078,0.7107257414949723,261.7193376068376,24886.038826235,0.5614160768006922,552272,429,1.0,58.023949741323534,24892.274439027795
0.5380663140278524,429,59222,0.0,0.0,0.037296037296037296,16,orphan_key_audit,429.0,10.537143817113506,19.896161002229643,1230.8936960115032,7340.262172543925,35.59467455056998,9.717136401396532,0.5380663140278524,70.53471849301157,0.5775641025641026,495930,0.6387236694929003,230.8304487179487,24613.165991489,0.4894140047986202,555152,429,1.0,57.38777434004389,24619.35519187883
0.7075864032004382,819,122528,0.0,0.0,0.10500610500610501,86,outer_join_coverage,819.0,10.432515500166396,20.001180698497503,1224.7745098154949,7017.844814590513,35.59467455056998,9.717136401396532,0.7075864032004382,70.10347193963385,0.6050673973293021,908454,0.8087810720329517,579.5132642211589,52360.941612655,0.6083782399258589,1030982,819,1.0,63.94769538714253,52373.16252206973
0.516433781033781,390,74338,0.0,0.0,0.007692307692307693,3,presentation_table,390.0,10.42913912262403,19.607761625018394,1240.7686955751885,7455.120562797137,35.59467455056998,9.717136401396532,0.516433781033781,70.92451849777372,0.49025783475783474,469821,0.6315313390313391,201.4091746031746,29282.625350394,0.41795380545380545,544159,390,1.0,75.09877292484624,29288.521440690034
0.5457447260716491,429,90025,0.0,0.0,0.0,0,ranking_and_priority,429.0,10.244932904489488,19.345641201775386,1253.0806973914343,7893.421289987308,35.59467455056998,9.717136401396532,0.5457447260716491,71.50445269902475,0.20798174048174048,531429,0.7448213467444237,234.12448748473747,36817.962391548,0.5546976527745758,621454,429,1.0,85.83766306720165,36824.35745582951
0.516433781033781,390,74338,0.0,0.0,0.007692307692307693,3,repairability_review,390.0,10.42913912262403,19.607761625018394,1240.7686955751885,7455.120562797137,35.59467455056998,9.717136401396532,0.516433781033781,70.92451849777372,0.49025783475783474,469821,0.6315313390313391,201.4091746031746,29282.625350394,0.41795380545380545,544159,390,1.0,75.09877292484624,29288.521440690034
0.7108974358974358,39,5324,0.0,0.0,0.0,0,repeatability_probe,39.0,10.526675907955834,20.508739412653753,1239.4944715309264,8028.697913114384,35.59467455056998,9.717136401396532,0.7108974358974358,70.86833953778854,0.24572649572649574,47148,0.9102564102564102,27.724999999999998,2242.620102668,0.9102564102564102,52472,39,1.0,57.517473573638995,2243.1814693719207
0.6433087059582275,429,68423,0.0,0.0,0.07925407925407925,34,snowflake_traversal,429.0,10.350434284339146,20.005555377032977,1236.353315448825,7035.052738559443,35.59467455056998,9.717136401396532,0.6433087059582275,70.66129786586141,0.5800736300736301,476955,0.7377382607645765,275.9794348560796,28653.308812396,0.5020874327692509,545378,429,1.0,66.80481178493707,28659.264255738002
0.7607192205942206,390,56219,0.0,0.0,0.13076923076923078,51,sorting_presentation,390.0,10.501728062755078,19.99302873152774,1214.407051911372,6984.070341700711,35.59467455056998,9.717136401396532,0.7607192205942206,69.59672093301458,0.639202787952788,427512,0.8637454212454212,296.68049603174603,24655.21003578,0.6854283679283679,483731,390,1.0,63.23446725970388,24661.442231284513
0.547939842991766,390,83800,0.0,0.0,0.0,0,statistical_summary,390.0,10.259990219966648,19.25886502692139,1254.1941030309554,7886.677031098196,35.59467455056998,9.717136401396532,0.547939842991766,71.54822209641456,0.19138675213675213,486699,0.7568478601170909,213.69653876678876,34227.141712137,0.560499436460975,570499,390,1.0,87.77688414019134,34232.98481467462
