accuracy,attempts,completion_tokens_total,cost_per_correct_answer_usd,difficulty,estimated_cost_usd_total,exact_match_rate,exact_matches,language,max_score_total,mean_gen_tps,mean_gpu_util_pct_avg,mean_ollama_cpu_avg,mean_prompt_tps,mean_ps_loaded_gib,mean_ps_vram_gib,mean_score,mean_system_cpu_avg,model,numeric_correctness_mean,pass,prompt_tokens_total,row_set_correctness_mean,score_total,server_total_s_total,sort_order_correctness_mean,total_tokens_total,valid_json_attempts,valid_json_rate,wall_s_mean,wall_s_total
0.6266706349206349,30,3498,0.0,easy,0.0,0.1,3,sql,30.0,1.9273785284157863,11.981203013160679,1405.1582788880307,1624.8086038457652,36.71700572967529,10.288454055786133,0.6266706349206349,78.9231496807873,codellama-70b-sqlbench:latest,0.44306878306878306,1,37899,0.7446428571428572,18.80011904761905,2085.626583016,0.6071428571428572,41397,30,1.0,69.53258462756251,2085.9775388268754
0.4150555555555556,30,5109,0.0,medium,0.0,0.0,0,sql,30.0,1.9586554011955135,13.274621332385083,1434.1914736142926,1754.0586382761453,36.71700572967529,10.288454055786133,0.4150555555555556,80.55076509636757,codellama-70b-sqlbench:latest,0.21611111111111111,2,38625,0.5605555555555556,12.451666666666668,2730.692081918,0.3497222222222222,43734,30,1.0,91.0330681979986,2730.992045939958
0.5063194444444444,30,4013,0.0,hard,0.0,0.0,0,sql,30.0,2.0209784677350373,15.099106734011873,1412.1767638423034,1769.4009228225511,36.71700572967529,10.288454055786133,0.5063194444444444,79.34822702754649,codellama-70b-sqlbench:latest,0.37180555555555556,3,39930,0.638888888888889,15.189583333333333,2091.453683627,0.5266666666666667,43943,30,1.0,69.72520153853111,2091.7560461559333
0.513568253968254,30,5089,0.0,extra_hard,0.0,0.0,0,python,30.0,2.0124861726098398,15.548384357081918,1426.3641667889995,1805.6357435805132,36.71700572967529,10.288454055786133,0.513568253968254,80.05955917295901,codellama-70b-sqlbench:latest,0.4848571428571429,4,41550,0.6188888888888889,15.407047619047619,2641.136174189,0.44333333333333336,46639,30,1.0,88.0479492945645,2641.4384788369352
0.49322314814814816,30,5581,0.0,extreme_hard,0.0,0.0,0,python,30.0,2.009156533714671,14.616848755136012,1439.2081466673337,1933.2330222749777,36.71700572967529,10.288454055786133,0.49322314814814816,80.72345860774408,codellama-70b-sqlbench:latest,0.12691666666666668,5,43074,0.6811111111111111,14.796694444444444,2893.678235571,0.572962962962963,48655,30,1.0,96.46539660173197,2893.961898051959
0.8303531746031746,30,4494,0.0,easy,0.0,0.03333333333333333,1,sql,30.0,0.8050386737468145,9.7123141077138,1376.4039620561812,747.4533581174315,61.05101203918457,9.894468307495117,0.8303531746031746,83.049039152449,command-r-plus-sqlbench:latest,0.7437698412698412,1,34677,0.9301587301587302,24.910595238095237,6540.056261041,0.7107142857142857,39171,30,1.0,218.02148121416297,6540.644436424889
0.592388888888889,30,4558,0.0,medium,0.0,0.0,0,sql,30.0,0.6672211726988901,8.840089085021585,1438.574474841254,640.589575874,61.05101203918457,9.894468307495117,0.592388888888889,85.55597058551214,command-r-plus-sqlbench:latest,0.5216666666666667,2,35289,0.6777777777777777,17.77166666666667,7101.734087188,0.48500000000000004,39847,30,1.0,236.7376561222947,7102.129683668842
0.5138205128205128,30,4282,0.0,hard,0.0,0.0,0,sql,30.0,0.8179259548234441,10.298924249363813,1390.0121616231513,752.8887479725634,61.05101203918457,9.894468307495117,0.5138205128205128,83.9649188651866,command-r-plus-sqlbench:latest,0.4422222222222222,3,36417,0.6402564102564103,15.414615384615384,5799.225137424,0.4551282051282051,40699,30,1.0,193.32067755325698,5799.620326597709
0.5007928571428572,30,5064,0.0,extra_hard,0.0,0.0,0,python,30.0,0.8725958748933383,9.959053757504542,1376.903652243287,852.4950994068721,61.05101203918457,9.894468307495117,0.5007928571428572,83.66379965806614,command-r-plus-sqlbench:latest,0.4454206349206349,4,37971,0.6238888888888888,15.023785714285713,6161.924069473,0.4261111111111111,43035,30,1.0,205.41198599159833,6162.35957974795
0.5168680911680912,30,6657,0.0,extreme_hard,0.0,0.0,0,python,30.0,0.8683466394092048,8.979843396594045,1389.4576071461518,843.3228055180738,61.05101203918457,9.894468307495117,0.5168680911680912,84.32980525820463,command-r-plus-sqlbench:latest,0.12511111111111112,5,39300,0.7248290598290599,15.506042735042735,8075.928842249,0.5846011396011396,45957,30,1.0,269.2094936211399,8076.284808634198
0.7350515873015873,30,3934,0.0,easy,0.0,0.03333333333333333,1,sql,30.0,2.8792121482975745,19.575432138736566,1278.3832537311557,2521.534452196382,70.02123260498047,9.240646362304688,0.7350515873015873,72.16055728591954,dbrx-sqlbench:latest,0.5668915343915344,1,33210,0.866984126984127,22.051547619047618,1828.83883781,0.6574603174603175,37144,30,1.0,60.980152524963096,1829.404575748893
0.44070424482924486,30,4636,0.0,medium,0.0,0.0,0,sql,30.0,3.001791525931418,19.70444764391714,1305.5925680529488,2481.4369067810185,70.02123260498047,9.240646362304688,0.44070424482924486,73.70301746720092,dbrx-sqlbench:latest,0.3042592592592593,2,33837,0.5739339826839827,13.221127344877345,1742.998546701,0.31229737854737855,38473,30,1.0,58.11328018503555,1743.3984055510664
0.5447638888888889,30,3509,0.0,hard,0.0,0.0,0,sql,30.0,2.6356118385769096,17.65201417326609,1344.2156294394617,2132.9999129025173,70.02123260498047,9.240646362304688,0.5447638888888889,75.8200544237554,dbrx-sqlbench:latest,0.4190277777777778,3,35016,0.7172222222222222,16.342916666666667,1518.632558006,0.4522222222222222,38525,30,1.0,50.634515882801495,1519.035476484045
0.47296984126984126,30,4668,0.0,extra_hard,0.0,0.0,0,python,30.0,2.0618397386257517,13.951289318478441,1410.3563763126601,1909.6244317176308,70.02123260498047,9.240646362304688,0.47296984126984126,79.06727026609663,dbrx-sqlbench:latest,0.46749206349206346,4,36858,0.605,14.189095238095238,2537.282688958,0.3011111111111111,41526,30,1.0,84.58950745909824,2537.685223772947
0.4941222222222222,30,5543,0.0,extreme_hard,0.0,0.0,0,python,30.0,1.9939135527784282,12.623843881377395,1439.5114140798082,2033.9657041600701,70.02123260498047,9.240646362304688,0.4941222222222222,80.64081728672312,dbrx-sqlbench:latest,0.16716666666666666,5,38400,0.7163888888888889,14.823666666666666,3110.043763924,0.42888888888888893,43943,30,1.0,103.68565274386687,3110.569582316006
0.6756296296296296,30,5211,0.0,easy,0.0,0.0,0,sql,30.0,2.76576280529316,22.304737413848624,1348.7518113958984,2962.642835726122,21.240129470825195,10.244256973266602,0.6756296296296296,76.05807174723148,deepseek-coder-33b-sqlbench:latest,0.5186111111111111,1,37851,0.8050925925925926,20.26888888888889,2006.118286664,0.5875,43062,30,1.0,66.88270518733479,2006.4811556200439
0.5066349206349207,30,5353,0.0,medium,0.0,0.0,0,sql,30.0,2.9240361222810436,23.519239114167224,1331.6647798793383,3473.991063535781,21.240129470825195,10.244256973266602,0.5066349206349207,74.9899021661685,deepseek-coder-33b-sqlbench:latest,0.3929629629629629,2,38580,0.6336507936507937,15.199047619047619,1895.676232804,0.3596031746031746,43933,30,1.0,63.19959170950363,1895.987751285109
0.4324543650793651,30,5209,0.0,hard,0.0,0.0,0,sql,30.0,2.9189584208951778,22.756017449374898,1333.859132139529,3182.3126582685736,21.240129470825195,10.244256973266602,0.4324543650793651,75.07913304568163,deepseek-coder-33b-sqlbench:latest,0.3484722222222222,3,39939,0.5584920634920636,12.973630952380953,1851.89026532,0.39333333333333337,45148,30,1.0,61.74054157413387,1852.2162472240161
