accuracy,attempts,completion_tokens_total,cost_per_correct_answer_usd,estimated_cost_usd_total,exact_match_rate,exact_matches,max_score_total,mean_gen_tps,mean_gpu_util_pct_avg,mean_ollama_cpu_avg,mean_prompt_tps,mean_ps_loaded_gib,mean_ps_vram_gib,mean_score,mean_system_cpu_avg,model,numeric_correctness_mean,prompt_tokens_total,row_set_correctness_mean,score_total,server_total_s_total,sort_order_correctness_mean,total_tokens_total,valid_json_attempts,valid_json_rate,wall_s_mean,wall_s_total
0.5109674074074074,150,23290,0.0,0.0,0.02,3,150.0,1.9857310207341698,14.104032838355112,1423.4197659601919,1777.4273861599904,36.71700572967529,10.288454055786133,0.5109674074074074,79.9210319170809,codellama-70b-sqlbench:latest,0.3285518518518519,201078,0.6488174603174602,76.6451111111111,12442.586758321,0.4999656084656085,224368,150,1.0,82.96084005207774,12444.126007811661
0.5908447049247049,150,25055,0.0,0.0,0.006666666666666667,1,150.0,0.8062256631143383,9.558044919239556,1394.270371582005,767.3499173777882,61.05101203918457,9.894468307495117,0.5908447049247049,84.1127067038837,command-r-plus-sqlbench:latest,0.4556380952380952,183654,0.7193821733821734,88.62670573870574,33678.868397375,0.5323109483109483,208709,150,1.0,224.54025890049058,33681.03883507359
0.537522356902357,150,22290,0.0,0.0,0.006666666666666667,1,150.0,2.5144737608420162,16.701405431155127,1355.6118483232071,2215.912281551524,70.02123260498047,9.240646362304688,0.537522356902357,76.27834334593912,dbrx-sqlbench:latest,0.3849674603174603,177321,0.6959058441558441,80.62835353535354,10737.796395399,0.43039598364598364,199611,150,1.0,71.60062175915304,10740.093263872957
0.5274709259259259,150,29908,0.0,0.0,0.0,0,150.0,2.881901529910465,23.07406991350843,1336.3502986480303,3212.564855704829,21.240129470825195,10.244256973266602,0.5274709259259259,75.2258328031665,deepseek-coder-33b-sqlbench:latest,0.36498862433862433,202113,0.6752248677248678,79.12063888888889,10814.56213543,0.46180952380952384,232021,150,1.0,72.10880291804729,10816.320437707094
0.6736383333333333,150,22666,0.0,0.0,0.12,18,150.0,11.708843741564435,27.377914238759356,1122.3290921488567,12309.943848177398,18.53371551632881,10.55878472328186,0.6736383333333333,67.19628917147762,gemma4-26b-sqlbench:latest,0.5814320105820107,181692,0.7874365079365079,101.04575,2123.394551589,0.587452380952381,204358,150,1.0,14.172261126798306,2125.839169019746
0.8176083333333334,150,28051,0.0,0.0,0.24666666666666667,37,150.0,2.75206692906546,20.57349692162242,1344.7358061713533,2624.182844884891,22.754379093647003,10.701186895370483,0.8176083333333334,75.4967237731177,gemma4-31b-sqlbench:latest,0.7013425925925926,181692,0.9209285714285713,122.64125,10516.234511437,0.7637063492063492,209743,150,1.0,70.13319812580129,10519.979718870192
0.6312270610870611,150,20755,0.0,0.0,0.02,3,150.0,1.911922332060645,11.163901088606123,1420.5581997876216,1372.7540878929703,39.03026008605957,10.855775833129883,0.6312270610870611,79.89763494509282,llama3-70b-sqlbench:latest,0.5194190476190477,149406,0.7601212121212121,94.68405916305916,11763.390364447,0.5367037037037037,170161,150,1.0,78.43256729415288,11764.885094122932
0.6311630952380953,150,23603,0.0,0.0,0.04666666666666667,7,150.0,2.5011602425239277,18.266239480579966,1372.2960508309723,2270.415403574745,76.18619537353516,9.358322143554688,0.6311630952380953,77.3284799623942,mixtral-8x22b-sqlbench:latest,0.5118399470899472,197259,0.752984126984127,94.6744642857143,10701.298024608,0.565595238095238,220862,150,1.0,71.35360991192516,10703.041486788774
0.5005600683527,150,22041,0.0,0.0,0.0,0,150.0,85.48583033952859,35.03972053872054,101.74571854256854,53475.02527384302,3.063054084777832,3.063054084777832,0.5005600683527,5.785466835016835,phi4-mini-sqlbench:latest,0.34116825396825395,148143,0.6508117769170401,75.08401025290499,738.473405284,0.4240185185185185,170184,150,1.0,4.9350179551475835,740.2526932721375
0.6793180952380953,150,25030,0.0,0.0,0.07333333333333333,11,150.0,1.6596094754957806,12.71963823274276,1481.4598807938899,1237.1118152187696,48.56369209289551,10.268411636352539,0.6793180952380953,83.11281517791194,qwen2.5-72b-sqlbench:latest,0.5643566137566137,160011,0.7972222222222222,101.89771428571429,16087.217515416,0.617,185041,150,1.0,107.26053401980123,16089.080102970183
0.597317619047619,150,22135,0.0,0.0,0.06,9,150.0,3.146642378660635,24.786180191057582,1246.8976100016146,2611.4307368524287,21.687864303588867,10.457681655883789,0.597317619047619,70.34015375631449,qwen2.5-coder-32b-sqlbench:latest,0.4967068783068784,160011,0.7192407407407407,89.59764285714286,7674.9842236,0.5034259259259259,182146,150,1.0,51.17808144199119,7676.712216298678
0.5747194444444444,150,24457,0.0,0.0,0.0,0,150.0,11.050551084266745,21.67078601118142,1228.9456818324581,11261.340401433981,18.441285848617554,10.672958135604858,0.5747194444444444,72.55193612613031,qwen3-coder-30b-sqlbench:latest,0.46388492063492065,160011,0.7011746031746031,86.20791666666666,2493.263112985,0.4848333333333333,184468,150,1.0,16.64176357507434,2496.264536261151
0.6699498412698413,150,39642,0.0,0.0,0.08,12,150.0,7.0179097126111385,21.885809744074905,1225.6514533481723,374.2399434835393,25.44094291329384,10.718772411346436,0.6699498412698413,70.9294218982216,qwen3.6-sqlbench:latest,0.5583698412698412,165294,0.7820555555555556,100.49247619047618,6335.113659945,0.6170555555555556,204936,150,1.0,42.256756473506876,6338.513471026032
