model,display_model,case_id,query,short_name,exact_attempts,exact_rate,mean_score,mean_aligned_cell_accuracy,dominant_failure_mode,stable_outcome
codellama-70b-sqlbench:latest,CodeLlama 70B,pass3.query1,Q1,Join-status classification,0,0.0,1.0,0.8518518518518519,same_count_wrong_values,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.4979166666666667,0.3472222222222222,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass3.query3,Q3,Gene coverage audit,0,0.0,0.5033333333333334,0.3666666666666667,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass3.query4,Q4,High-impact condition summary,0,0.0,0.4333333333333333,0.08333333333333333,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass3.query5,Q5,Sample genotype classes,0,0.0,0.8799999999999999,0.7,same_count_wrong_values,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.35,0.18333333333333335,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.05555555555555555,same_count_wrong_values,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.14444444444444443,0.17592592592592593,row_count_mismatch,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass3.query9,Q9,Failure-family audit,0,0.0,0.7375,0.3,same_count_wrong_values,stable_fail
codellama-70b-sqlbench:latest,CodeLlama 70B,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.5166666666666666,0.26666666666666666,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass3.query1,Q1,Join-status classification,0,0.0,1.0,0.9074074074074073,same_count_wrong_values,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.4395833333333334,0.33333333333333337,row_count_mismatch,stable_fail
