case_id,query,short_name,issue_code,issue_label,attempts_with_issue,attempt_pct,example_models
pass5.query1,Q1,Sample expression features,q1_wrong_log2_transform,Miscomputed one or more log2(expr + 1) marker features.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
pass5.query1,Q1,Sample expression features,q1_wrong_ratio,Miscomputed ndh_module_ratio.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
pass5.query1,Q1,Sample expression features,q1_wrong_sample_set,Returned the wrong sample set for sample_dim-only feature engineering.,11,0.28205128205128205,"CodeLlama 70B, DeepSeek Coder 33B, Mixtral 8x22B, Qwen 2.5 Coder 32B"
pass5.query1,Q1,Sample expression features,q1_wrong_tissue,Mismapped sample tissue labels.,1,0.02564102564102564,DBRX
pass5.query2,Q2,Expression-weighted VAF,q2_wrong_call_set,Returned the wrong complete-chain matched call set.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
pass5.query2,Q2,Expression-weighted VAF,q2_wrong_expr_mapping,Mapped matched_expr_count or log2_matched_expr incorrectly.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
pass5.query2,Q2,Expression-weighted VAF,q2_wrong_weighted_vaf,Miscomputed expr_weighted_vaf.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
pass5.query2,Q2,Expression-weighted VAF,q2_leaked_incomplete_or_orphan,"Leaked incomplete-chain, orphan, or non-gold calls into the weighted VAF table.",37,0.9487179487179487,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
pass5.query2,Q2,Expression-weighted VAF,q2_wrong_vaf,Miscomputed VAF.,8,0.20512820512820512,"CodeLlama 70B, DBRX, DeepSeek Coder 33B, Phi-4 Mini"
pass5.query3,Q3,Condition-gene statistics,q3_wrong_group_set,Returned the wrong condition-gene group set.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
pass5.query3,Q3,Condition-gene statistics,q3_leaked_incomplete_or_orphan,"Leaked incomplete-chain, orphan, or non-gold groups into condition-gene statistics.",39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
