model,display_model,family,mean_score,mean_exact_rate
codellama-70b-sqlbench:latest,CodeLlama 70B,aggregation_numeric,0.6458333333333334,0.0
codellama-70b-sqlbench:latest,CodeLlama 70B,decision_support,0.7777777777777778,0.0
codellama-70b-sqlbench:latest,CodeLlama 70B,inner_join_accuracy,0.625,0.0
codellama-70b-sqlbench:latest,CodeLlama 70B,join_key_integrity,0.3333333333333333,0.0
codellama-70b-sqlbench:latest,CodeLlama 70B,outer_join_coverage,0.965,0.5
codellama-70b-sqlbench:latest,CodeLlama 70B,snowflake_traversal,0.2380952380952381,0.0
codellama-70b-sqlbench:latest,CodeLlama 70B,sorting_presentation,0.42500000000000004,0.0
command-r-plus-sqlbench:latest,Command R+,aggregation_numeric,0.6513888888888889,0.0
command-r-plus-sqlbench:latest,Command R+,decision_support,0.8333333333333333,0.0
command-r-plus-sqlbench:latest,Command R+,inner_join_accuracy,0.9,0.0
command-r-plus-sqlbench:latest,Command R+,join_key_integrity,1.0,0.3333333333333333
command-r-plus-sqlbench:latest,Command R+,outer_join_coverage,0.985,0.0
command-r-plus-sqlbench:latest,Command R+,snowflake_traversal,0.8571428571428572,0.0
command-r-plus-sqlbench:latest,Command R+,sorting_presentation,0.7888888888888889,0.0
dbrx-sqlbench:latest,DBRX,aggregation_numeric,0.5678703703703704,0.0
dbrx-sqlbench:latest,DBRX,decision_support,0.5916666666666667,0.0
dbrx-sqlbench:latest,DBRX,inner_join_accuracy,0.9,0.0
dbrx-sqlbench:latest,DBRX,join_key_integrity,1.0,0.0
dbrx-sqlbench:latest,DBRX,outer_join_coverage,0.8688888888888889,0.16666666666666666
dbrx-sqlbench:latest,DBRX,snowflake_traversal,0.6285714285714286,0.0
dbrx-sqlbench:latest,DBRX,sorting_presentation,0.7888888888888889,0.0
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,aggregation_numeric,0.6013888888888889,0.0
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,decision_support,0.7333333333333334,0.0
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,inner_join_accuracy,0.9,0.0
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,join_key_integrity,0.0,0.0
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,outer_join_coverage,0.8966666666666667,0.0
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,snowflake_traversal,0.8,0.0
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,sorting_presentation,0.725462962962963,0.0
gemma4-26b-sqlbench:latest,Gemma 4 26B,aggregation_numeric,0.6111111111111112,0.0
gemma4-26b-sqlbench:latest,Gemma 4 26B,decision_support,0.8666666666666667,0.0
gemma4-26b-sqlbench:latest,Gemma 4 26B,inner_join_accuracy,0.875,0.0
gemma4-26b-sqlbench:latest,Gemma 4 26B,join_key_integrity,1.0,1.0
gemma4-26b-sqlbench:latest,Gemma 4 26B,outer_join_coverage,1.0,1.0
gemma4-26b-sqlbench:latest,Gemma 4 26B,snowflake_traversal,0.8,0.0
gemma4-26b-sqlbench:latest,Gemma 4 26B,sorting_presentation,0.8500000000000001,0.0
gemma4-31b-sqlbench:latest,Gemma 4 31B,aggregation_numeric,0.8083333333333333,0.0
gemma4-31b-sqlbench:latest,Gemma 4 31B,decision_support,0.9333333333333333,0.0
gemma4-31b-sqlbench:latest,Gemma 4 31B,inner_join_accuracy,1.0,1.0
gemma4-31b-sqlbench:latest,Gemma 4 31B,join_key_integrity,1.0,1.0
gemma4-31b-sqlbench:latest,Gemma 4 31B,outer_join_coverage,0.995,0.8333333333333333
gemma4-31b-sqlbench:latest,Gemma 4 31B,snowflake_traversal,0.9541666666666667,0.6666666666666666
gemma4-31b-sqlbench:latest,Gemma 4 31B,sorting_presentation,0.9500000000000001,0.0
llama3-70b-sqlbench:latest,Llama 3 70B,aggregation_numeric,0.6569444444444444,0.0
llama3-70b-sqlbench:latest,Llama 3 70B,decision_support,0.7666666666666666,0.0
llama3-70b-sqlbench:latest,Llama 3 70B,inner_join_accuracy,0.9,0.0
llama3-70b-sqlbench:latest,Llama 3 70B,join_key_integrity,1.0,1.0
llama3-70b-sqlbench:latest,Llama 3 70B,outer_join_coverage,0.8700000000000001,0.0
llama3-70b-sqlbench:latest,Llama 3 70B,snowflake_traversal,0.8,0.0
llama3-70b-sqlbench:latest,Llama 3 70B,sorting_presentation,0.825925925925926,0.0
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,aggregation_numeric,0.6828703703703703,0.0
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,decision_support,0.7666666666666666,0.0
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,inner_join_accuracy,0.8916666666666667,0.0
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,join_key_integrity,1.0,0.0
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,outer_join_coverage,0.9016666666666667,0.3333333333333333
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,snowflake_traversal,0.8,0.0
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,sorting_presentation,0.7166666666666667,0.0
phi4-mini-sqlbench:latest,Phi-4 Mini,aggregation_numeric,0.5115740740740741,0.0
phi4-mini-sqlbench:latest,Phi-4 Mini,decision_support,0.7083333333333333,0.0
phi4-mini-sqlbench:latest,Phi-4 Mini,inner_join_accuracy,0.9,0.0
phi4-mini-sqlbench:latest,Phi-4 Mini,join_key_integrity,0.9629629629629629,0.0
phi4-mini-sqlbench:latest,Phi-4 Mini,outer_join_coverage,0.7371428571428571,0.0
phi4-mini-sqlbench:latest,Phi-4 Mini,snowflake_traversal,0.7428571428571429,0.0
phi4-mini-sqlbench:latest,Phi-4 Mini,sorting_presentation,0.61875,0.0
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,aggregation_numeric,0.7222222222222223,0.0
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,decision_support,0.9111111111111111,0.0
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,inner_join_accuracy,0.875,0.0
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,join_key_integrity,1.0,1.0
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,outer_join_coverage,0.99,0.6666666666666666
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,snowflake_traversal,0.8625,0.0
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,sorting_presentation,0.6,0.0
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,aggregation_numeric,0.7861111111111112,0.0
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,decision_support,0.8444444444444444,0.0
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,inner_join_accuracy,0.8916666666666667,0.0
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,join_key_integrity,1.0,1.0
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,outer_join_coverage,0.98,0.5
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,snowflake_traversal,0.8,0.0
