aligned_cell_accuracy,aligned_cell_matches,aligned_total_cells,benchmark_id,case_id,cfg_num_ctx,client_to_server_time_ratio,client_wall_s,cold_start,column_count_match,column_exact_match,dataset_id,difficulty,done_reason,endpoint_used,error,eval_to_prompt_token_ratio,exact_match,extra_rows_count,fallback_used,family,gold_column_count,gold_columns_json,gold_row_count,gold_rows_json,gpu_names,gpu_sampler_available,language,max_score,memory_speed_hint,missing_rows_count,model,ollama_cpu_avg,ollama_cpu_max,ollama_cpu_min,ollama_proc_count_avg,ollama_proc_count_max,ollama_proc_count_min,ollama_rss_mib_avg,ollama_rss_mib_max,ollama_rss_mib_min,ollama_threads_avg,ollama_threads_max,ollama_threads_min,ollama_version,output_validation_error,parameter_size,parse_error,parsed_columns_json,parsed_rows_json,pass,pred_column_count,pred_row_count,prompt_bytes,prompt_chars,prompt_lines,prompt_tokens_per_char,ps_context,ps_expires_at,ps_host_loaded_gib_est,ps_host_ratio_est,ps_loaded_gib,ps_vram_gib,ps_vram_ratio,quantization,query,resource_samples,response_bytes,response_chars,response_lines,response_text,response_tokens_per_char,row_count_match,row_exact_match,row_position_accuracy,row_position_matches,run_id,run_started_at_utc,sampler_interval_s,score,server_eval_count,server_eval_s,server_gen_tps,server_gen_tps_per_host_gib_est,server_gen_tps_per_loaded_gib,server_gen_tps_per_vram_gib,server_load_s,server_load_s_per_loaded_gib,server_load_s_per_vram_gib,server_overhead_s,server_prompt_eval_count,server_prompt_eval_s,server_prompt_tps,server_total_s,server_unaccounted_s,status,system_cpu_avg,system_cpu_max,system_cpu_min,system_load1_avg,system_load1_max,system_load1_min,system_mem_avg,system_mem_max,system_mem_min,thinking_chars,thinking_text,valid_json
0.875,35,40,plant_photosynthesis_snowflake_v1,pass1.query1,262144,1.000385610775812,25.18530370499866,True,True,True,plant_photosynthesis_snowflake_v1_dataset,easy,stop,/generate,,0.16201117318435754,False,0,False,gemma4,5,"[""call_id"", ""sample_id"", ""tissue"", ""condition"", ""genotype""]",8,"[[1, ""S1"", ""mature_leaf"", ""high_light"", ""0/1""], [2, ""S1"", ""mature_leaf"", ""high_light"", ""1/1""], [3, ""S2"", ""mature_leaf"", ""control"", ""0/0""], [4, ""S2"", ""mature_leaf"", ""control"", ""0/1""], [5, ""S3"", ""young_leaf"", ""drought"", ""0/1""], [6, ""S3"", ""young_leaf"", ""drought"", ""1/1""], [7, ""S4"", ""young_leaf"", ""control"", ""0/0""], [9, ""S2"", ""mature_leaf"", ""control"", ""0/1""]]",,True,sql,1.0,mixed_gpu_host,1,gemma4-26b-256:latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21.0,,25.8B,,"[""call_id"", ""sample_id"", ""tissue"", ""condition"", ""genotype""]","[[1, ""S1"", ""mature_leaf"", ""high_light"", ""0/1""], [2, ""S1"", ""mature_leaf"", ""high_light"", ""1/1""], [3, ""S2"", ""mature_leaf"", ""control"", ""0/0""], [4, ""S2"", ""mature_leaf"", ""control"", ""0/1""], [5, ""S3"", ""young_leaf"", ""drought"", ""0/1""], [6, ""S3"", ""young_leaf"", ""drought"", ""1/1""], [7, ""S4"", ""young_leaf"", ""control"", ""0/0""]]",1,5,7,2641,2623,85,0.40945482272207395,262144,2026-04-19T02:17:58.951965035+10:00,12.036985605955124,0.5253265980062123,22.91333743929863,10.876351833343506,0.47467340199378777,Q4_K_M,1,24,393,393,1,"{""columns"": [""call_id"", ""sample_id"", ""tissue"", ""condition"", ""genotype""], ""rows"": [[1, ""S1"", ""mature_leaf"", ""high_light"", ""0/1""], [2, ""S1"", ""mature_leaf"", ""high_light"", ""1/1""], [3, ""S2"", ""mature_leaf"", ""control"", ""0/0""], [4, ""S2"", ""mature_leaf"", ""control"", ""0/1""], [5, ""S3"", ""young_leaf"", ""drought"", ""0/1""], [6, ""S3"", ""young_leaf"", ""drought"", ""1/1""], [7, ""S4"", ""young_leaf"", ""control"", ""0/0""]]}",0.44274809160305345,False,False,0.875,7,plant_photosynthesis_snowflake_v1__20260419_012249,2026-04-18T15:22:49Z,1.0,0.0,174,12.09224527,14.389387257276498,1.1954311260584674,0.6279917666030301,1.3229975894272856,9.3427248,0.4077417715664723,0.8589943524406884,0.009707980998658883,1074,3.318482822,323.6418741962076,25.175595724,0.42214283200000224,ok,44.729166666666664,87.3,4.6,10.20947265625,11.18896484375,9.6220703125,16.529166666666665,20.1,2.9,0,,True
0.4,16,40,plant_photosynthesis_snowflake_v1,pass1.query2,262144,1.0011542039986938,12.149956477998785,False,True,True,plant_photosynthesis_snowflake_v1_dataset,easy,stop,/generate,,0.11645101663585952,False,0,False,gemma4,5,"[""call_id"", ""variant_id"", ""variant_class"", ""impact"", ""qual""]",8,"[[1, ""V1"", ""SNV"", ""moderate"", 99], [3, ""V1"", ""SNV"", ""moderate"", 95], [6, ""V5"", ""SNV"", ""modifier"", 92], [7, ""V3"", ""SNV"", ""high"", 88], [2, ""V2"", ""indel"", ""high"", 87], [4, ""V3"", ""SNV"", ""high"", 80], [5, ""V4"", ""SNV"", ""low"", 70], [8, ""V2"", ""indel"", ""high"", 60]]",,True,sql,1.0,mixed_gpu_host,0,gemma4-26b-256:latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21.0,,25.8B,,"[""call_id"", ""variant_id"", ""variant_class"", ""impact"", ""qual""]","[[1, ""V1"", ""SNV"", ""moderate"", 99], [2, ""V2"", ""indel"", ""high"", 87], [3, ""V1"", ""SNV"", ""moderate"", 95], [4, ""V3"", ""SNV"", ""high"", 80], [5, ""V4"", ""SNV"", ""low"", 70], [6, ""V5"", ""SNV"", ""modifier"", 92], [7, ""V3"", ""SNV"", ""high"", 88], [8, ""V2"", ""indel"", ""high"", 60]]",1,5,8,2667,2649,85,0.40845602114005286,262144,2026-04-19T02:18:11.873751571+10:00,12.036985605955124,0.5253265980062123,22.91333743929863,10.876351833343506,0.47467340199378777,Q4_K_M,2,11,292,292,1,"{""columns"":[""call_id"",""variant_id"",""variant_class"",""impact"",""qual""],""rows"":[[1,""V1"",""SNV"",""moderate"",99],[2,""V2"",""indel"",""high"",87],[3,""V1"",""SNV"",""moderate"",95],[4,""V3"",""SNV"",""high"",80],[5,""V4"",""SNV"",""low"",70],[6,""V5"",""SNV"",""modifier"",92],[7,""V3"",""SNV"",""high"",88],[8,""V2"",""indel"",""high"",60]]}",0.4315068493150685,True,False,0.25,2,plant_photosynthesis_snowflake_v1__20260419_012249,2026-04-18T15:22:49Z,1.0,0.0,126,9.758771308,12.911461496869826,1.0726490767324726,0.5634910903343744,1.1871132613867186,0.286105819,0.012486431527399424,0.026305311135935185,0.014007360998785856,1082,1.899252497,569.6978162245902,12.135949117,0.19181949300000056,ok,66.49090909090908,87.2,5.7,11.178666548295455,11.4970703125,10.693359375,20.3,20.3,20.3,0,,True
1.0,45,45,plant_photosynthesis_snowflake_v1,pass1.query3,262144,1.001963992944229,12.854819754000346,False,True,True,plant_photosynthesis_snowflake_v1_dataset,easy,stop,/generate,,0.15469613259668508,True,0,False,gemma4,5,"[""call_id"", ""sample_id"", ""tissue"", ""batch"", ""expr_ndhb""]",9,"[[1, ""S1"", ""mature_leaf"", ""B1"", 1200.0], [2, ""S1"", ""mature_leaf"", ""B1"", 1200.0], [3, ""S2"", ""mature_leaf"", ""B1"", 300.0], [4, ""S2"", ""mature_leaf"", ""B1"", 300.0], [5, ""S3"", ""young_leaf"", ""B2"", 900.0], [6, ""S3"", ""young_leaf"", ""B2"", 900.0], [7, ""S4"", ""young_leaf"", ""B2"", 100.0], [8, ""S999"", null, null, null], [9, ""S2"", ""mature_leaf"", ""B1"", 300.0]]",,True,sql,1.0,mixed_gpu_host,0,gemma4-26b-256:latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21.0,,25.8B,,"[""call_id"", ""sample_id"", ""tissue"", ""batch"", ""expr_ndhb""]","[[1, ""S1"", ""mature_leaf"", ""B1"", 1200], [2, ""S1"", ""mature_leaf"", ""B1"", 1200], [3, ""S2"", ""mature_leaf"", ""B1"", 300], [4, ""S2"", ""mature_leaf"", ""B1"", 300], [5, ""S3"", ""young_leaf"", ""B2"", 900], [6, ""S3"", ""young_leaf"", ""B2"", 900], [7, ""S4"", ""young_leaf"", ""B2"", 100], [8, ""S999"", null, null, null], [9, ""S2"", ""mature_leaf"", ""B1"", 300]]",1,5,9,2654,2636,86,0.41198786039453716,262144,2026-04-19T02:18:24.730877789+10:00,12.036985605955124,0.5253265980062123,22.91333743929863,10.876351833343506,0.47467340199378777,Q4_K_M,3,12,354,354,1,"{""columns"":[""call_id"",""sample_id"",""tissue"",""batch"",""expr_ndhb""],""rows"":[[1,""S1"",""mature_leaf"",""B1"",1200],[2,""S1"",""mature_leaf"",""B1"",1200],[3,""S2"",""mature_leaf"",""B1"",300],[4,""S2"",""mature_leaf"",""B1"",300],[5,""S3"",""young_leaf"",""B2"",900],[6,""S3"",""young_leaf"",""B2"",900],[7,""S4"",""young_leaf"",""B2"",100],[8,""S999"",null,null,null],[9,""S2"",""mature_leaf"",""B1"",300]]}",0.4745762711864407,True,True,1.0,9,plant_photosynthesis_snowflake_v1__20260419_012249,2026-04-18T15:22:49Z,1.0,1.0,168,10.765905903,15.604817793659663,1.2964057866729861,0.6810364415484871,1.434747425678172,0.134455389,0.005867996722703336,0.01236217723187307,0.025197288000345708,1086,1.769877275,613.6018668300038,12.829622466,0.15938389899999983,ok,67.89166666666667,86.7,8.6,10.280314127604166,11.4970703125,9.17138671875,20.333333333333332,20.4,20.3,0,,True
1.0,20,20,plant_photosynthesis_snowflake_v1,pass1.query4,262144,1.0013470862732312,9.59408737600097,False,True,True,plant_photosynthesis_snowflake_v1_dataset,easy,stop,/generate,,0.10244786944696282,True,0,False,gemma4,4,"[""sample_id"", ""tissue"", ""call_count"", ""avg_qual""]",5,"[[""S1"", ""mature_leaf"", 2, 93.0], [""S2"", ""mature_leaf"", 3, 76.667], [""S3"", ""young_leaf"", 2, 81.0], [""S4"", ""young_leaf"", 1, 88.0], [""S5"", ""root"", 0, null]]",,True,sql,1.0,mixed_gpu_host,0,gemma4-26b-256:latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21.0,,25.8B,,"[""sample_id"", ""tissue"", ""call_count"", ""avg_qual""]","[[""S1"", ""mature_leaf"", 2, 93.0], [""S2"", ""mature_leaf"", 3, 76.667], [""S3"", ""young_leaf"", 2, 81.0], [""S4"", ""young_leaf"", 1, 88.0], [""S5"", ""root"", 0, null]]",1,4,5,2749,2731,88,0.40388136213841086,262144,2026-04-19T02:18:34.326852776+10:00,12.036985605955124,0.5253265980062123,22.91333743929863,10.876351833343506,0.47467340199378777,Q4_K_M,4,9,225,225,1,"{""columns"": [""sample_id"", ""tissue"", ""call_count"", ""avg_qual""], ""rows"": [[""S1"", ""mature_leaf"", 2, 93.0], [""S2"", ""mature_leaf"", 3, 76.667], [""S3"", ""young_leaf"", 2, 81.0], [""S4"", ""young_leaf"", 1, 88.0], [""S5"", ""root"", 0, null]]}",0.5022222222222222,True,True,1.0,5,plant_photosynthesis_snowflake_v1__20260419_012249,2026-04-18T15:22:49Z,1.0,1.0,113,7.428539617,15.211603602598112,1.2637386219912394,0.6638755110597164,1.3985942929837996,0.174731762,0.007625766541556615,0.016065291439389343,0.012906677000970035,1103,1.832844171,601.7969325773086,9.581180699,0.14506514900000056,ok,66.5888888888889,84.7,5.7,9.72390407986111,10.60888671875,9.17138671875,20.4,20.4,20.4,0,,True
0.625,20,32,plant_photosynthesis_snowflake_v1,pass1.query5,262144,1.0007604924963736,13.149468599000102,False,True,True,plant_photosynthesis_snowflake_v1_dataset,easy,stop,/generate,,0.14312267657992564,False,3,False,gemma4,4,"[""call_id"", ""variant_id"", ""gene_symbol"", ""pathway""]",7,"[[1, ""V1"", ""NDHB"", ""chloroplast_NDH_complex""], [2, ""V2"", ""NDHB"", ""chloroplast_NDH_complex""], [3, ""V1"", ""NDHB"", ""chloroplast_NDH_complex""], [4, ""V3"", ""NDHK"", ""chloroplast_NDH_complex""], [5, ""V4"", ""PGR5"", ""cyclic_electron_flow""], [7, ""V3"", ""NDHK"", ""chloroplast_NDH_complex""], [8, ""V2"", ""NDHB"", ""chloroplast_NDH_complex""]]",,True,sql,1.0,mixed_gpu_host,2,gemma4-26b-256:latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21.0,,25.8B,,"[""call_id"", ""variant_id"", ""gene_symbol"", ""pathway""]","[[1, ""V1"", ""NDHB"", ""chloroplast_NDH_complex""], [2, ""V2"", ""NDHB"", ""chloroplast_NDH_complex""], [3, ""V1"", ""NDHB"", ""chloroplast_NDH_complex""], [4, ""V3"", ""NDHK"", ""chloroplast_NDH_complex""], [5, ""V4"", ""PGR5"", ""cyclic_electron_flow""], [6, ""V5"", null, null], [7, ""V3"", ""NDHK"", ""chloroplast_NDH_complex],[8,"", ""V2"", ""NDHB"", ""chloroplast_NDH_complex""], [9, null, null, null]]",1,4,8,2635,2617,85,0.4111578142911731,262144,2026-04-19T02:18:48.256988867+10:00,12.036985605955124,0.5253265980062123,22.91333743929863,10.876351833343506,0.47467340199378777,Q4_K_M,5,12,402,402,2,"{""columns"":[""call_id"",""variant_id"",""gene_symbol"",""pathway""],""rows"":[[1,""V1"",""NDHB"",""chloroplast_NDH_complex""],[2,""V2"",""NDHB"",""chloroplast_NDH_complex""],[3,""V1"",""NDHB"",""chloroplast_NDH_complex""],[4,""V3"",""NDHK"",""chloroplast_NDH_complex""],[5,""V4"",""PGR5"",""cyclic_electron_flow""],[6,""V5"",null,null],[7,""V3"",""NDHK"",""chloroplast_NDH_complex],[8,""
  ,""V2"",""NDHB"",""chloroplast_NDH_complex""],[9,null,null,null]]}",0.38308457711442784,False,False,0.625,5,plant_photosynthesis_snowflake_v1__20260419_012249,2026-04-18T15:22:49Z,1.0,0.0,154,10.910473752,14.114877456331376,1.172625598999491,0.6160114166573993,1.2977584462705187,0.180494416,0.007877264343448907,0.016595124796042398,0.009992473000101754,1076,1.782063847,603.7943038973507,13.139476126,0.2664441110000002,ok,66.85833333333333,86.1,5.6,11.554117838541666,12.3349609375,10.60888671875,20.40833333333333,20.5,20.4,0,,True
0.4166666666666667,5,12,plant_photosynthesis_snowflake_v1,pass1.query6,262144,1.0026811359492354,5.160426680002274,False,True,True,plant_photosynthesis_snowflake_v1_dataset,easy,stop,/generate,,0.04323827046918123,False,2,False,gemma4,3,"[""impact"", ""call_count"", ""avg_qual""]",4,"[[""high"", 4, 78.75], [""moderate"", 2, 97.0], [""low"", 1, 70.0], [""modifier"", 1, 92.0]]",,True,sql,1.0,mixed_gpu_host,3,gemma4-26b-256:latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21.0,,25.8B,,"[""impact"", ""call_count"", ""avg_qual""]","[[""high"", 2, 83.5], [""moderate"", 1, 99.0], [""low"", 1, 70.0]]",1,3,3,2701,2683,87,0.4051434960864704,262144,2026-04-19T02:18:53.416633096+10:00,12.036985605955124,0.5253265980062123,22.91333743929863,10.876351833343506,0.47467340199378777,Q4_K_M,6,5,106,106,1,"{""columns"":[""impact"",""call_count"",""avg_qual""],""rows"":[[""high"",2,83.5],[""moderate"",1,99.0],[""low"",1,70.0]]}",0.44339622641509435,False,False,0.25,1,plant_photosynthesis_snowflake_v1__20260419_012249,2026-04-18T15:22:49Z,1.0,0.0,47,2.84647978,16.511622647113974,1.3717406656152424,0.7206118572144324,1.5181214160886634,0.16119195,0.007034852536302282,0.014820406002850672,0.013798809002274481,1087,1.976148479,550.0598824183797,5.146627871,0.16280766199999963,ok,60.5,86.1,5.7,11.6087890625,12.3349609375,11.42724609375,20.5,20.5,20.5,0,,True
0.0,0,12,plant_photosynthesis_snowflake_v1,pass1.query7,262144,1.003859325139903,6.052020695002284,False,True,True,plant_photosynthesis_snowflake_v1_dataset,easy,stop,/generate,,0.05860805860805861,False,3,False,gemma4,4,"[""tissue"", ""avg_qual"", ""min_qual"", ""max_qual""]",2,"[[""young_leaf"", 83.333, 70, 92], [""mature_leaf"", 83.2, 55, 99]]",,True,sql,1.0,mixed_gpu_host,2,gemma4-26b-256:latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21.0,,25.8B,,"[""tissue"", ""avg_qual"", ""min_qual"", ""max_qual""]","[[""mature_leaf"", 65.667, 87, 99], [""young_leaf"", 74.0, 70, 88], [""root"", null, null, null]]",1,4,3,2692,2674,87,0.4083769633507853,262144,2026-04-19T02:18:53.416633096+10:00,12.036985605955124,0.5253265980062123,22.91333743929863,10.876351833343506,0.47467340199378777,Q4_K_M,7,5,143,143,1,"{""columns"":[""tissue"",""avg_qual"",""min_qual"",""max_qual""],""rows"":[[""mature_leaf"",65.667,87,99],[""young_leaf"",74.0,70,88],[""root"",null,null,null]]}",0.44755244755244755,False,False,0.0,0,plant_photosynthesis_snowflake_v1__20260419_012249,2026-04-18T15:22:49Z,1.0,0.0,64,3.954277091,16.185006393625034,1.344606276310386,0.7063574407919361,1.488091470524781,0.139140186,0.006072453930755669,0.012792909620065759,0.02326692100228378,1092,1.750886887,623.6839216216027,6.028753774,0.1844496100000006,ok,55.7,87.8,9.7,10.75888671875,11.42724609375,10.591796875,20.5,20.5,20.5,0,,True
0.5555555555555556,5,9,plant_photosynthesis_snowflake_v1,pass1.query8,262144,1.0022860962216458,5.499588106002193,False,True,True,plant_photosynthesis_snowflake_v1_dataset,easy,stop,/generate,,0.05349048050770626,False,2,False,gemma4,3,"[""condition"", ""call_count"", ""avg_expr_pgr5""]",3,"[[""control"", 4, 475.0], [""drought"", 2, 700.0], [""high_light"", 2, 800.0]]",,True,sql,1.0,mixed_gpu_host,2,gemma4-26b-256:latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21.0,,25.8B,,"[""condition"", ""call_count"", ""avg_expr_pgr5""]","[[""control"", 3, 450.0], [""drought"", 2, 700.0], [""high_light"", 3, 566.667]]",1,3,3,2702,2684,90,0.4109538002980626,262144,2026-04-19T02:19:04.972413741+10:00,12.036985605955124,0.5253265980062123,22.91333743929863,10.876351833343506,0.47467340199378777,Q4_K_M,8,5,128,128,1,"{""columns"":[""condition"",""call_count"",""avg_expr_pgr5""],""rows"":[[""control"",3,450.0],[""drought"",2,700.0],[""high_light"",3,566.667]]}",0.4609375,True,False,0.3333333333333333,1,plant_photosynthesis_snowflake_v1__20260419_012249,2026-04-18T15:22:49Z,1.0,0.0,59,3.29361259,17.91346079351731,1.488201563076962,0.781791864278748,1.6470100515321893,0.150390398,0.006563443601282879,0.013827283293553441,0.012543911002192765,1103,1.816609631,607.1750260361798,5.487044195,0.2264315760000004,ok,59.739999999999995,82.6,5.7,11.26513671875,11.26513671875,11.26513671875,20.64,20.7,20.6,0,,True
0.7380952380952381,31,42,plant_photosynthesis_snowflake_v1,pass2.query1,262144,1.0009243399822776,14.771749199000624,False,True,True,plant_photosynthesis_snowflake_v1_dataset,medium,stop,/generate,,0.14246575342465753,False,1,False,gemma4,6,"[""call_id"", ""sample_id"", ""tissue"", ""gene_symbol"", ""impact"", ""genotype""]",6,"[[1, ""S1"", ""mature_leaf"", ""NDHB"", ""moderate"", ""0/1""], [2, ""S1"", ""mature_leaf"", ""NDHB"", ""high"", ""1/1""], [3, ""S2"", ""mature_leaf"", ""NDHB"", ""moderate"", ""0/0""], [4, ""S2"", ""mature_leaf"", ""NDHK"", ""high"", ""0/1""], [5, ""S3"", ""young_leaf"", ""PGR5"", ""low"", ""0/1""], [7, ""S4"", ""young_leaf"", ""NDHK"", ""high"", ""0/0""]]",,True,sql,1.0,mixed_gpu_host,0,gemma4-26b-256:latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21.0,,25.8B,,"[""call_id"", ""sample_id"", ""tissue"", ""gene_symbol"", ""impact"", ""genotype""]","[[1, ""S1"", ""mature_leaf"", ""NDHB"", ""moderate"", ""0/1""], [2, ""S1"", ""mature_leaf"", ""NDHB"", ""high"", ""1/1""], [3, ""S2"", ""mature_leaf"", ""NDHB"", ""moderate"", ""0/0""], [4, ""S2"", ""mature_leaf"", ""NDHK"", ""high"", ""0/1""], [5, ""S3"", ""young_leaf"", ""PGR5"", ""low"", ""0/1""], [6, ""S3"", ""young_leaf"", ""G999"", ""modifier"", ""1/1""], [7, ""S4"", ""young_leaf"", ""NDHK"", ""high"", ""0/0""]]",2,6,7,2712,2694,88,0.4064587973273942,262144,2026-04-19T02:19:04.972413741+10:00,12.036985605955124,0.5253265980062123,22.91333743929863,10.876351833343506,0.47467340199378777,Q4_K_M,1,14,396,396,1,"{""columns"":[""call_id"",""sample_id"",""tissue"",""gene_symbol"",""impact"",""genotype""],""rows"":[[1,""S1"",""mature_leaf"",""NDHB"",""moderate"",""0/1""],[2,""S1"",""mature_leaf"",""NDHB"",""high"",""1/1""],[3,""S2"",""mature_leaf"",""NDHB"",""moderate"",""0/0""],[4,""S2"",""mature_leaf"",""NDHK"",""high"",""0/1""],[5,""S3"",""young_leaf"",""PGR5"",""low"",""0/1""],[6,""S3"",""young_leaf"",""G999"",""modifier"",""1/1""],[7,""S4"",""young_leaf"",""NDHK"",""high"",""0/0""]]}",0.3939393939393939,False,False,0.7142857142857143,5,plant_photosynthesis_snowflake_v1__20260419_012249,2026-04-18T15:22:49Z,1.0,0.0,156,12.685973472,12.297046052028824,1.0216051139867641,0.5366763390364155,1.1306223116403713,0.174452307,0.007613570369753169,0.016039597621803993,0.013641509000624552,1095,1.743522478,628.038934867119,14.75810769,0.15415943300000023,ok,70.87857142857143,88.0,7.6,11.461704799107142,11.884765625,11.0126953125,20.7,20.7,20.7,0,,True
1.0,54,54,plant_photosynthesis_snowflake_v1,pass2.query2,262144,1.0009275950715535,15.424347056999977,False,True,True,plant_photosynthesis_snowflake_v1_dataset,medium,stop,/generate,,0.1843065693430657,True,0,False,gemma4,6,"[""call_id"", ""sample_id"", ""plant_line_id"", ""tissue"", ""variant_id"", ""gene_symbol""]",9,"[[1, ""S1"", ""Line_A"", ""mature_leaf"", ""V1"", ""NDHB""], [2, ""S1"", ""Line_A"", ""mature_leaf"", ""V2"", ""NDHB""], [3, ""S2"", ""Line_B"", ""mature_leaf"", ""V1"", ""NDHB""], [4, ""S2"", ""Line_B"", ""mature_leaf"", ""V3"", ""NDHK""], [5, ""S3"", ""Line_C"", ""young_leaf"", ""V4"", ""PGR5""], [6, ""S3"", ""Line_C"", ""young_leaf"", ""V5"", null], [7, ""S4"", ""Line_D"", ""young_leaf"", ""V3"", ""NDHK""], [8, ""S999"", null, null, ""V2"", ""NDHB""], [9, ""S2"", ""Line_B"", ""mature_leaf"", ""V999"", null]]",,True,sql,1.0,mixed_gpu_host,0,gemma4-26b-256:latest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21.0,,25.8B,,"[""call_id"", ""sample_id"", ""plant_line_id"", ""tissue"", ""variant_id"", ""gene_symbol""]","[[1, ""S1"", ""Line_A"", ""mature_leaf"", ""V1"", ""NDHB""], [2, ""S1"", ""Line_A"", ""mature_leaf"", ""V2"", ""NDHB""], [3, ""S2"", ""Line_B"", ""mature_leaf"", ""V1"", ""NDHB""], [4, ""S2"", ""Line_B"", ""mature_leaf"", ""V3"", ""NDHK""], [5, ""S3"", ""Line_C"", ""young_leaf"", ""V4"", ""PGR5""], [6, ""S3"", ""Line_C"", ""young_leaf"", ""V5"", null], [7, ""S4"", ""Line_D"", ""young_leaf"", ""V3"", ""NDHK""], [8, ""S999"", null, null, ""V2"", ""NDHB""], [9, ""S2"", ""Line_B"", ""mature_leaf"", ""V999"", null]]",2,6,9,2699,2681,86,0.40880268556508764,262144,2026-04-19T02:19:35.998989827+10:00,12.036985605955124,0.5253265980062123,22.91333743929863,10.876351833343506,0.47467340199378777,Q4_K_M,2,15,476,476,1,"{""columns"":[""call_id"",""sample_id"",""plant_line_id"",""tissue"",""variant_id"",""gene_symbol""],""rows"":[[1,""S1"",""Line_A"",""mature_leaf"",""V1"",""NDHB""],[2,""S1"",""Line_A"",""mature_leaf"",""V2"",""NDHB""],[3,""S2"",""Line_B"",""mature_leaf"",""V1"",""NDHB""],[4,""S2"",""Line_B"",""mature_leaf"",""V3"",""NDHK""],[5,""S3"",""Line_C"",""young_leaf"",""V4"",""PGR5""],[6,""S3"",""Line_C"",""young_leaf"",""V5"",null],[7,""S4"",""Line_D"",""young_leaf"",""V3"",""NDHK""],[8,""S999"",null,null,""V2"",""NDHB""],[9,""S2"",""Line_B"",""mature_leaf"",""V999"",null]]}",0.42436974789915966,True,True,1.0,9,plant_photosynthesis_snowflake_v1__20260419_012249,2026-04-18T15:22:49Z,1.0,1.0,202,13.246046991,15.249832658546998,1.2669145879016723,0.6655439304268279,1.4021091715510492,0.197032096,0.008599013413998371,0.018115641992746224,0.014294288999977312,1096,1.801517239,608.3760822673981,15.410052768,0.16545644199999998,ok,67.48666666666666,86.4,6.0,12.890787760416666,13.73876953125,12.32763671875,20.7,20.7,20.7,0,,True
